nombre,categoria,telefono,enlace_whatsapp,tipo_oportunidad,web_actual,ciudad,direccion,calificacion,total_resenas,maps_url
Senda verde 💚,Tienda general,+54 264 416-2278,https://wa.me/5492644162278,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/senda_verdee?igsh=MW42bHEweTQxdHp0eg==,San Juan,"B. Rivadavia Oeste 816, J5402DFT San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Senda%20verde%20%F0%9F%92%9A&query_place_id=ChIJ-3m4AjNAgZYRbOV9WqghGf8
NUTRIKIN. Nutrición y kinesiologia,Clínica ambulatoria,+54 9 264 587-0301,https://wa.me/5492645870301,Usa instagram.com como web (Oportunidad Alta),http://www.instagram.com/NutriKin,J5402ETI,"General, Martín Güemes Sur 407, J5402ETI, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=NUTRIKIN.%20Nutrici%C3%B3n%20y%20kinesiologia&query_place_id=ChIJO1lrWBVrgZYRTTMvC77IeXE
Ianisa Nails,Salón de manicura y pedicura,+54 264 481-7498,https://wa.me/5492644817498,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/ianisanails?igsh=Zjh0Zng4YmtzemZp,Chimbas,"5400, J5413 Chimbas, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Ianisa%20Nails&query_place_id=ChIJP1dvKwBDgZYR9PWVXLQs_tY
Mg. Lic. Mariela Oviedo,Psicólogo,+54 11 2899-9115,https://wa.me/5491128999115,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/mg.lic.mariela.oviedo?igsh=NzIyNzEya3czM3Bt,San Juan,"Francisco N. Laprida Oeste 1720 oeste, J5400 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Mg.%20Lic.%20Mariela%20Oviedo&query_place_id=ChIJMyn_R_NBgZYRis8fYIwiDVw
Alma salón de eventos,Salón para eventos,+54 264 458-8023,https://wa.me/5492644588023,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/alma.salon.eventos?igsh=bjBlcHhheDhqaGk3,Las Chacritas,"CH2V+R3, Las Chacritas, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Alma%20sal%C3%B3n%20de%20eventos&query_place_id=ChIJs-5QJwATgZYRTwVBr0WFrDY
Consultorio Lic. en Nutrición Julieta Rojo,Nutricionista,+54 264 410-4606,https://wa.me/5492644104606,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/lic.julietarojo?igsh=MXc5MHJuMzlqOTUyOQ%3D%3D&utm_source=qr,J5400AQB,"Av. Libertador Gral. San Martin Este 149, J5400AQB J5400AQB, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Consultorio%20Lic.%20en%20Nutrici%C3%B3n%20Julieta%20Rojo&query_place_id=ChIJu7H-ewBrgZYRn2WOW1juMz8
Yo Invito,Organizador de eventos,+54 264 455-1511,https://wa.me/5492644551511,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/yo_invitosj?igsh=dndxOWZkanc2YTlo,Rawson,"Barrio UTA, Bariloche MBK 21, J5425 Rawson, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Yo%20Invito&query_place_id=ChIJdZ-Lu3VBgZYRfRodkv_7hfE
Monalisa nails,Salón de manicura y pedicura,+54 264 567-0011,https://wa.me/5492645670011,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/monalisa_congarritas?igsh=aGJiNHpyb3MwMWdn,Chimbas,"barrio, Rene Favaloro Oeste, J5413 Chimbas, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Monalisa%20nails&query_place_id=ChIJa-avFfZBgZYR5Jw046kONBA
Valdez Autos Sj,Concesionario de automóviles,+54 264 545-4800,https://wa.me/5492645454800,Usa facebook.com como web (Oportunidad Alta),https://www.facebook.com/valdezautossj?mibextid=ZbWKwL,San Juan,"Estados Unidos Sur 926 sur, J5400 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Valdez%20Autos%20Sj&query_place_id=ChIJnbt8ImFrgZYRjTQLgPEmpes
Belleza Manosypies AG,Salón de manicura y pedicura,+54 264 561-7498,https://wa.me/5492645617498,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/belleza.manosypies_?igsh=MW9pZ2dmNGdkc2g1Zg==,San Juan,"J5400 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Belleza%20Manosypies%20AG&query_place_id=ChIJ5dV5r55BgZYRs_VMCD-vjpI
Restaurante Palito - Club Sirio Libanés,Restaurante sirio,+54 264 422-3841,https://wa.me/5492644223841,No tiene sitio web (Oportunidad Máxima),,San Juan,"Entre Ríos Sur 33, J5402EEA San Juan, Argentina",4.4,2698,https://www.google.com/maps/search/?api=1&query=Restaurante%20Palito%20-%20Club%20Sirio%20Liban%C3%A9s&query_place_id=ChIJ50auoClAgZYRqKi_MoZG4wY
Gomez Antonio E Hijos,Restaurante de cocina española,+54 264 422-9406,https://wa.me/5492644229406,No tiene sitio web (Oportunidad Máxima),,San Juan,"Gral Mariano Acha Sur 447, J5402EGI San Juan, Argentina",4.2,2298,https://www.google.com/maps/search/?api=1&query=Gomez%20Antonio%20E%20Hijos&query_place_id=ChIJM1IcZJ1qgZYRq16GIKiCJqs
Hormiga Roja Beer Bar,Restaurante,+54 264 602-2027,https://wa.me/5492646022027,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"Av. Libertador Gral. San Martin Este 2016, J5411 Santa Lucía, San Juan, Argentina",4.4,1067,https://www.google.com/maps/search/?api=1&query=Hormiga%20Roja%20Beer%20Bar&query_place_id=ChIJKaC9mfJrgZYRgufumqPYTbQ
Lomoteca La Costumbre,Restaurante,+54 264 428-3008,https://wa.me/5492644283008,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Godoy Sur 4042, J5425 Villa Krause, San Juan, Argentina",4.1,884,https://www.google.com/maps/search/?api=1&query=Lomoteca%20La%20Costumbre&query_place_id=ChIJ413Nz_U_gZYRTbt5jQQPDBc
Alfonsina Café y Bar,Bar restaurante,+54 264 501-6761,https://wa.me/5492645016761,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. Libertador Gral. San Martín, J5442 San Juan, Argentina",4.2,858,https://www.google.com/maps/search/?api=1&query=Alfonsina%20Caf%C3%A9%20y%20Bar&query_place_id=ChIJkc8In65BgZYRFy4ihQVwXmQ
Salón El Prado,Salón para eventos,+54 264 413-7277,https://wa.me/5492644137277,No tiene sitio web (Oportunidad Máxima),,San Juan,"Agustín Gómez, San Juan, Argentina",4.4,677,https://www.google.com/maps/search/?api=1&query=Sal%C3%B3n%20El%20Prado&query_place_id=ChIJh2wi-QEVgZYRXwCXl6wa0qU
Parrilla El Astiqueño,Parrilla,+54 9 264 589-9356,https://wa.me/5492645899356,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"1261, J5544 Villa San Agustín, San Juan, Argentina",4.2,581,https://www.google.com/maps/search/?api=1&query=Parrilla%20El%20Astique%C3%B1o&query_place_id=ChIJGTvyWHx0gpYRakDTzZR80X0
Quinta Nazareno,Salón para eventos,+54 264 508-1514,https://wa.me/5492645081514,No tiene sitio web (Oportunidad Máxima),,San Juan,"Calle 8 y costa canal, Argentina",4.6,566,https://www.google.com/maps/search/?api=1&query=Quinta%20Nazareno&query_place_id=ChIJYdNm9jg_gZYRlP2tphvAe3s
Palmares Salón de Eventos,Salón para eventos,+54 9 264 446-7560,https://wa.me/5492644467560,No tiene sitio web (Oportunidad Máxima),,Chimbas,"Centenario Oeste 837, J5413 Chimbas, San Juan, Argentina",4.6,465,https://www.google.com/maps/search/?api=1&query=Palmares%20Sal%C3%B3n%20de%20Eventos&query_place_id=ChIJIf6Q2oFBgZYR5kRAbRHwRAs
Ricos Lomos,Restaurante,+54 264 514-0016,https://wa.me/5492645140016,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"J5449 Villa San Agustín, San Juan, Argentina",4.4,452,https://www.google.com/maps/search/?api=1&query=Ricos%20Lomos&query_place_id=ChIJfT5odXl0gpYRbFisqCbaLos
Yuli Comidas Tradicionales,Restaurante,+54 264 444-5562,https://wa.me/5492644445562,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"Tucuman, Villa San Agustín, San Juan, Argentina",4.1,439,https://www.google.com/maps/search/?api=1&query=Yuli%20Comidas%20Tradicionales&query_place_id=ChIJp97XLRt1gpYRcWH7RcmmfZk
Bardertroya,Restaurante,+54 264 417-7475,https://wa.me/5492644177475,No tiene sitio web (Oportunidad Máxima),,San Juan,"5400, San Juan, Argentina",4,435,https://www.google.com/maps/search/?api=1&query=Bardertroya&query_place_id=ChIJWcE2EotBgZYRlPV6O82TM50
ADePU Liga de Profesionales,Campo de fútbol,+54 264 508-3712,https://wa.me/5492645083712,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"J5438 Santa Lucía, San Juan, Argentina",4.5,359,https://www.google.com/maps/search/?api=1&query=ADePU%20Liga%20de%20Profesionales&query_place_id=ChIJW6QYaRNrgZYRGYBLBEaGwTI
Salon Peumayen Eventos,Salón para eventos,+54 264 404-0316,https://wa.me/5492644040316,No tiene sitio web (Oportunidad Máxima),,Pocito,"Pocito, San Juan, Argentina",4.7,357,https://www.google.com/maps/search/?api=1&query=Salon%20Peumayen%20Eventos&query_place_id=ChIJE_5ft-Q-gZYRHUaFroEA5Hw
Las Margaritas Eventos,Recinto para eventos,+54 264 439-7509,https://wa.me/5492644397509,No tiene sitio web (Oportunidad Máxima),,San Juan,"Lateral de acceso sur antes de General Acha Rawson, 5400 San Juan, Argentina",4.4,356,https://www.google.com/maps/search/?api=1&query=Las%20Margaritas%20Eventos&query_place_id=ChIJcekEpaxqgZYRMWWfW5iMWig
Salon Kawin Sociales,Salón para eventos,+54 9 264 443-1456,https://wa.me/5492644431456,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"Hipólito Yrigoyen Este 3845 Este, J5411 Santa Lucía, San Juan, Argentina",4.6,354,https://www.google.com/maps/search/?api=1&query=Salon%20Kawin%20Sociales&query_place_id=ChIJny8s2thqgZYR3ZGJ2m541SQ
La Cabaña,Bar,+54 264 444-1331,https://wa.me/5492644441331,No tiene sitio web (Oportunidad Máxima),,Caucete,"RN141, J5400 Caucete, San Juan, Argentina",4.6,318,https://www.google.com/maps/search/?api=1&query=La%20Caba%C3%B1a&query_place_id=ChIJhw0XPaOtgZYRkC8nDeOl7_U
Eventos Don Gato,Salón de bodas,+54 264 423-2359,https://wa.me/5492644232359,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"C. Cipolletti N 61, J5413 Rivadavia, San Juan, Argentina",4.2,317,https://www.google.com/maps/search/?api=1&query=Eventos%20Don%20Gato&query_place_id=ChIJNw6SEJxBgZYRGy2AXYaXwlk
"Restó ""Los Nietos""",Restaurante,+54 264 617-2206,https://wa.me/5492646172206,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"Acceso este a, ruta 20, J5411 Santa Lucía, San Juan, Argentina",4.5,287,https://www.google.com/maps/search/?api=1&query=Rest%C3%B3%20%22Los%20Nietos%22&query_place_id=ChIJzUz7sfFrgZYRi0Agv71ipqk
Esteso Salón,Salón para eventos,+54 264 465-1614,https://wa.me/5492644651614,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"Balcarce 1225 Sur, J5411 Santa Lucía, San Juan, Argentina",4.4,255,https://www.google.com/maps/search/?api=1&query=Esteso%20Sal%C3%B3n&query_place_id=ChIJ__XD9KJqgZYReQ1Mz12KAqQ
Clinica Veterinaria Alem,Cuidados veterinarios,+54 264 422-4058,https://wa.me/5492644224058,No tiene sitio web (Oportunidad Máxima),,J5402DYN,"Avenida Leandro N. Alem Norte 74, J5400DUN J5402DYN, San Juan, Argentina",4.4,247,https://www.google.com/maps/search/?api=1&query=Clinica%20Veterinaria%20Alem&query_place_id=ChIJV6M8wi5AgZYRhgjXFq7Y5Z0
Pikasso Salón,Salón para eventos,+54 9 264 412-1242,https://wa.me/5492644121242,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Bolivia, J5400 Rivadavia, San Juan, Argentina",3.9,240,https://www.google.com/maps/search/?api=1&query=Pikasso%20Sal%C3%B3n&query_place_id=ChIJW1DxvkJAgZYRL_-l0VsYFxg
Milenios Salón de Eventos,Salón para eventos,+54 264 504-4038,https://wa.me/5492645044038,No tiene sitio web (Oportunidad Máxima),,San Juan,"Lateral de circunvalación 656 Norte Santa Lucía, J5400 San Juan, Argentina",4.7,213,https://www.google.com/maps/search/?api=1&query=Milenios%20Sal%C3%B3n%20de%20Eventos&query_place_id=ChIJo-7OxW1rgZYRpCqSUltpa9M
La Tila Resto,Restaurante,+54 9 264 447-0230,https://wa.me/5492644470230,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"Terminal de Ómnibus, J5449 Villa San Agustín, San Juan, Argentina",4.2,208,https://www.google.com/maps/search/?api=1&query=La%20Tila%20Resto&query_place_id=ChIJeb_rV3l0gpYRp8Z6TreDMWQ
El Cerezo - EVENTOS Y RESTO,Salón para eventos,+54 264 508-9528,https://wa.me/5492645089528,No tiene sitio web (Oportunidad Máxima),,Pocito,"Pocito, San Juan, Argentina",4.4,197,https://www.google.com/maps/search/?api=1&query=El%20Cerezo%20-%20EVENTOS%20Y%20RESTO&query_place_id=ChIJ0xa0kvQ-gZYRXf3plE2vNI0
Parque Mágico salón de eventos,Salón para eventos,+54 264 627-2636,https://wa.me/5492646272636,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"Ramón Franco 650, J5411 Santa Lucía, San Juan, Argentina",4.9,191,https://www.google.com/maps/search/?api=1&query=Parque%20M%C3%A1gico%20sal%C3%B3n%20de%20eventos&query_place_id=ChIJu1Rsa9FrgZYRroKlEFCkb0o
La Herminia Restó de Campo,Restaurante,+54 9 264 565-5944,https://wa.me/5492645655944,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"Santa Lucía, San Juan, Argentina",4.4,188,https://www.google.com/maps/search/?api=1&query=La%20Herminia%20Rest%C3%B3%20de%20Campo&query_place_id=ChIJwYzJSm9rgZYRqZAdW3qloWw
Pilon Restaurante,Restaurante,+54 11 5930-5219,https://wa.me/5491159305219,No tiene sitio web (Oportunidad Máxima),,Las Casuarinas,"RP279, Las Casuarinas, San Juan, Argentina",4.5,180,https://www.google.com/maps/search/?api=1&query=Pilon%20Restaurante&query_place_id=ChIJNdS0TEoDgZYR3qKOl2e2rBk
Grúas Maipú,Desguace,+54 264 444-2891,https://wa.me/5492644442891,No tiene sitio web (Oportunidad Máxima),,San Juan,"Maipu557 este, J5400 San Juan, Argentina",4.9,179,https://www.google.com/maps/search/?api=1&query=Gr%C3%BAas%20Maip%C3%BA&query_place_id=ChIJGde7SoVrgZYRHirMROHSCGc
Cabañas y Salon 'La Noria',Agencia de alquiler de cabañas,+54 264 459-1207,https://wa.me/5492644591207,No tiene sitio web (Oportunidad Máxima),,Sanchez de Loria,"Calle7, Frente al estacionamiento del velódromo Vicente Chancay, Gral Mariano Acha Sur entre Ruta 40 y, J5427, San Juan, Argentina",4.3,178,https://www.google.com/maps/search/?api=1&query=Caba%C3%B1as%20y%20Salon%20'La%20Noria'&query_place_id=ChIJ69gmSX4_gZYRe2LKKVPJgyg
Puerto Madero Eventos,Recinto para eventos,+54 264 662-6166,https://wa.me/5492646626166,No tiene sitio web (Oportunidad Máxima),,Rawson,"J5425 Rawson, San Juan, Argentina",4.7,141,https://www.google.com/maps/search/?api=1&query=Puerto%20Madero%20Eventos&query_place_id=ChIJU8onxVwVgZYRkUw7fPQ8VLw
Posta Chacrita salon de eventos,Salón para eventos,+54 264 447-8371,https://wa.me/5492644478371,No tiene sitio web (Oportunidad Máxima),,Nueve de Julio,"RN20 Km 11, de, J5417 Nueve de Julio, San Juan, Argentina",4.7,139,https://www.google.com/maps/search/?api=1&query=Posta%20Chacrita%20salon%20de%20eventos&query_place_id=ChIJBe8jy-gTgZYRxs0URnHcIHI
San Isidro Eventos,Salón para eventos,+54 264 483-7758,https://wa.me/5492644837758,No tiene sitio web (Oportunidad Máxima),,Caucete,"Guillermo Rawson 231, J5442 Caucete, San Juan, Argentina",4.2,138,https://www.google.com/maps/search/?api=1&query=San%20Isidro%20Eventos&query_place_id=ChIJwbzchP4OgZYR0r8fHNCg828
La Martina resto bar,Restaurante,+54 38334027818,https://wa.me/54938334027818,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"Rivadavia 617, J5440 Villa San Agustín, San Juan, Argentina",4.7,126,https://www.google.com/maps/search/?api=1&query=La%20Martina%20resto%20bar&query_place_id=ChIJjxZvQgB1gpYRsyyh18hhq84
Estética Sabatié -Patio Alvear,Esteticista,+54 264 415-5769,https://wa.me/5492644155769,No tiene sitio web (Oportunidad Máxima),,ASS,"Av. Libertador Gral. San Martín 1784, J5400 ASS, San Juan, Argentina",4.1,111,https://www.google.com/maps/search/?api=1&query=Est%C3%A9tica%20Sabati%C3%A9%20-Patio%20Alvear&query_place_id=ChIJVR8-4wBBgZYRJo85scLX6gQ
El A eventos,Recinto para eventos,+54 264 529-5308,https://wa.me/5492645295308,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Boulevard sarmiento, Mendoza Sur y, Villa Krause, San Juan, Argentina",4.3,106,https://www.google.com/maps/search/?api=1&query=El%20A%20eventos&query_place_id=ChIJNSqN_ro_gZYR5T2xxt5zxn4
Instituto de Diabetes y Endocrinología,Nutricionista,+54 264 422-1069,https://wa.me/5492644221069,No tiene sitio web (Oportunidad Máxima),,San Juan,"Mendoza Sur 683, J5400 San Juan, Argentina",3.9,98,https://www.google.com/maps/search/?api=1&query=Instituto%20de%20Diabetes%20y%20Endocrinolog%C3%ADa&query_place_id=ChIJ99lRWydAgZYR0S2f8nnm7FM
Parador Los Morteros,Restaurante,+54 264 584-1424,https://wa.me/5492645841424,No tiene sitio web (Oportunidad Máxima),,Las Tumanas,"Ruta 510 Río, 5447 Las Tumanas, San Juan, Argentina",4.2,97,https://www.google.com/maps/search/?api=1&query=Parador%20Los%20Morteros&query_place_id=ChIJpYyEMuX8KZQRyWbIWWP18Hc
Monet Eventos,Recinto para eventos,+54 264 410-6305,https://wa.me/5492644106305,No tiene sitio web (Oportunidad Máxima),,San Juan,"Agustín Gómez Oeste 1341-1399, J5402BYY San Juan, Argentina",4.2,94,https://www.google.com/maps/search/?api=1&query=Monet%20Eventos&query_place_id=ChIJ78M7NT5AgZYRdO51sNdkWnQ
Las Rocas Eventos,Salón para eventos,+54 264 446-0528,https://wa.me/5492644460528,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Av. Nazario Benavidez Oeste 5108 Oeste, J5413 Rivadavia, San Juan, Argentina",4.2,87,https://www.google.com/maps/search/?api=1&query=Las%20Rocas%20Eventos&query_place_id=ChIJ83TlT2lBgZYRJgU7Vy3k_Cg
Gabriela Di Carlo Estilista,Estilista,+54 264 566-8751,https://wa.me/5492645668751,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Torino Oeste 652, J5425 Villa Krause, San Juan, Argentina",4.8,85,https://www.google.com/maps/search/?api=1&query=Gabriela%20Di%20Carlo%20Estilista&query_place_id=ChIJ8evSxPM_gZYRvAPx0lyf5Z8
Proderma - Clínica de la Piel,Dermatólogo,+54 264 554-9595,https://wa.me/5492645549595,No tiene sitio web (Oportunidad Máxima),,DTD,"Santiago del Estero Nte. 124, J5400 DTD, San Juan, Argentina",3.2,84,https://www.google.com/maps/search/?api=1&query=Proderma%20-%20Cl%C3%ADnica%20de%20la%20Piel&query_place_id=ChIJI2qI7E1BgZYRK0_0Ix0rPg4
OESTE SALUD,Clínica ambulatoria,+54 264 584-8100,https://wa.me/5492645848100,No tiene sitio web (Oportunidad Máxima),,J5400AHC,"25 de Mayo Oeste 157, J5400AHC J5400AHC, San Juan, Argentina",3.9,75,https://www.google.com/maps/search/?api=1&query=OESTE%20SALUD&query_place_id=ChIJM5GTCWVBgZYRvCnqa5JLX5M
Cardales Salón de Eventos,Salón de bodas,+54 264 509-2602,https://wa.me/5492645092602,No tiene sitio web (Oportunidad Máxima),,Caucete,"Cristóbal Colón, J5442 Caucete, San Juan, Argentina",4.8,71,https://www.google.com/maps/search/?api=1&query=Cardales%20Sal%C3%B3n%20de%20Eventos&query_place_id=ChIJR3cdKAoPgZYRkPq5b0Nmryg
Parripollo Pio Pio,Pollería,+54 264 498-8365,https://wa.me/5492644988365,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"J5449 Villa San Agustín, San Juan, Argentina",4.4,67,https://www.google.com/maps/search/?api=1&query=Parripollo%20Pio%20Pio&query_place_id=ChIJZz5sMXF0gpYRF1nRcuMEA_k
B-J Oils Lubricentro,Servicio de cambio de aceite,+54 264 588-9477,https://wa.me/5492645889477,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Rastreador Calivar Sur, Cristobal Colon Oeste &, Rivadavia, San Juan, Argentina",4.8,65,https://www.google.com/maps/search/?api=1&query=B-J%20Oils%20Lubricentro&query_place_id=ChIJafZIkw9BgZYRHeD9T6AGgbQ
Ferrero Jose - Med Dermatologo,Médico,+54 264 422-4464,https://wa.me/5492644224464,No tiene sitio web (Oportunidad Máxima),,San Juan,"Entre Ríos Sur 697, J5402EEM San Juan, Argentina",2.9,53,https://www.google.com/maps/search/?api=1&query=Ferrero%20Jose%20-%20Med%20Dermatologo&query_place_id=ChIJizpyOydAgZYRFcSRl0-f7kM
Finquita La Consentida,Salón para eventos,+54 264 441-9284,https://wa.me/5492644419284,No tiene sitio web (Oportunidad Máxima),,San Juan,"C. Vidart S, San Juan, Argentina",4.7,52,https://www.google.com/maps/search/?api=1&query=Finquita%20La%20Consentida&query_place_id=ChIJacA9IW8_gZYRKqSKTzVt52c
Edgardo Corradi Odontologo,Clínica ambulatoria,+54 264 410-7232,https://wa.me/5492644107232,No tiene sitio web (Oportunidad Máxima),,San Juan,"Catamarca Sur 457 sur, J5400 San Juan, Argentina",2.8,49,https://www.google.com/maps/search/?api=1&query=Edgardo%20Corradi%20Odontologo&query_place_id=ChIJmRegDSZAgZYR-RFteWyJxG0
Automovil Club Argentino,Buffet libre,+54 2646 42-0124,https://wa.me/5492646420124,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"Tucum n S/n, Valle F rtil, San Juan, Argentina",4.6,44,https://www.google.com/maps/search/?api=1&query=Automovil%20Club%20Argentino&query_place_id=ChIJn7srzGJ0gpYROa3QmvQcQws
comidas para llevar lili,Restaurante,+54 380 460-1321,https://wa.me/5493804601321,No tiene sitio web (Oportunidad Máxima),,Rojas,"Av.rivadavia entre sarmiento y Tomas, Rojas, Argentina",3.9,44,https://www.google.com/maps/search/?api=1&query=comidas%20para%20llevar%20lili&query_place_id=ChIJtcmNKqF1gpYR0L-YVlpQaII
Clìnica Cordoba Salud,Nutricionista,+54 264 446-1850,https://wa.me/5492644461850,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. Cordoba 56 este, J5400 San Juan, Argentina",2.8,44,https://www.google.com/maps/search/?api=1&query=Cl%C3%ACnica%20Cordoba%20Salud&query_place_id=ChIJqVtrPWhrgZYRW7e8S6Q9HMI
Herrería Hefesto,Herrero,+54 264 410-0616,https://wa.me/5492644100616,No tiene sitio web (Oportunidad Máxima),,San Juan,"Lateral Av. Circunvalación 1100 este, J5400 San Juan, Argentina",5,42,https://www.google.com/maps/search/?api=1&query=Herrer%C3%ADa%20Hefesto&query_place_id=ChIJrbyN0wVrgZYRTfzQYdWV_k0
CLINICA SAN PATRICIO,Clínica ambulatoria,+54 264 420-4409,https://wa.me/5492644204409,No tiene sitio web (Oportunidad Máxima),,J5400EMB,"Av. Rioja Nte. 137, J5400EMB J5400EMB, San Juan, Argentina",3.2,39,https://www.google.com/maps/search/?api=1&query=CLINICA%20SAN%20PATRICIO&query_place_id=ChIJpx7Hpy1rgZYRAJnHLlchv-o
Tu Service LUBRICENTRO,Taller de reparación de automóviles,+54 264 531-1745,https://wa.me/5492645311745,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Cmte. Cabot Oeste 2538 oeste, J5423 Rivadavia, San Juan, Argentina",4.8,39,https://www.google.com/maps/search/?api=1&query=Tu%20Service%20LUBRICENTRO&query_place_id=ChIJK5j25kFAgZYRWuZTSK_9meY
Charme Eventos,Sala de banquetes,+54 264 514-6177,https://wa.me/5492645146177,No tiene sitio web (Oportunidad Máxima),,DSR,"Av. España Sur 1704, J5402 DSR, San Juan, Argentina",4.2,36,https://www.google.com/maps/search/?api=1&query=Charme%20Eventos&query_place_id=ChIJBxPBJu1BgZYRtWJaFDXVwl4
"Schvartz, Hugo Dermatólogos",Dermatólogo,+54 264 421-2838,https://wa.me/5492644212838,No tiene sitio web (Oportunidad Máxima),,CAPITAL,"Lápida 324 E 1° piso, J5400 CAPITAL, San Juan, Argentina",4,36,https://www.google.com/maps/search/?api=1&query=Schvartz%2C%20Hugo%20Dermat%C3%B3logos&query_place_id=ChIJjajJA4NqgZYRdkDErm-9WGk
Maza&Marquez Asesores de Seguros,Agencia de seguros,+54 264 403-5226,https://wa.me/5492644035226,No tiene sitio web (Oportunidad Máxima),,este,"Mitre Este 621, J5402CWM este, San Juan, Argentina",5,34,https://www.google.com/maps/search/?api=1&query=Maza%26Marquez%20Asesores%20de%20Seguros&query_place_id=ChIJ8zypUpJrgZYRMX0vwrQFb2o
Riveros Ernesto Riveros Guillermo F,Médico,+54 264 421-0227,https://wa.me/5492644210227,No tiene sitio web (Oportunidad Máxima),,San Juan,"Tucumán Sur 11, J5402EIA San Juan, Argentina",3.5,34,https://www.google.com/maps/search/?api=1&query=Riveros%20Ernesto%20Riveros%20Guillermo%20F&query_place_id=ChIJbdIOaYJqgZYRdwlBsMNSW_s
Centro Médico de Especialidades - Rawson,Centro de diagnóstico por imagen,+54 264 428-5593,https://wa.me/5492644285593,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Blvd. Sarmiento Oeste 179, J5425 Villa Krause, San Juan, Argentina",3.1,33,https://www.google.com/maps/search/?api=1&query=Centro%20M%C3%A9dico%20de%20Especialidades%20-%20Rawson&query_place_id=ChIJHftw4-8_gZYR5Atf2qodXKA
Cp,Agencia inmobiliaria,+54 264 421-5921,https://wa.me/5492644215921,No tiene sitio web (Oportunidad Máxima),,EFH,"Mendoza Nte. 378, J5400 EFH, San Juan, Argentina",3.3,32,https://www.google.com/maps/search/?api=1&query=Cp&query_place_id=ChIJNW3GWidAgZYRd5Qd7HuJqAk
La Cascada Restobar,Restaurante,+54 264 529-3467,https://wa.me/5492645293467,No tiene sitio web (Oportunidad Máxima),,Astica,"RP510, Astica, San Juan, Argentina",4.2,31,https://www.google.com/maps/search/?api=1&query=La%20Cascada%20Restobar&query_place_id=ChIJd67CShX_KZQRZ0heoUZ8J60
Clínica del Prado,Hospital,+54 264 420-0962,https://wa.me/5492644200962,No tiene sitio web (Oportunidad Máxima),,San Juan,"Tucumán Sur 468, J5400 San Juan, Argentina",4.6,30,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20del%20Prado&query_place_id=ChIJue10Dp1qgZYRMzycaLXB_9k
Gruas Polito,Servicio de grúa,+54 264 503-8265,https://wa.me/5492645038265,No tiene sitio web (Oportunidad Máxima),,San Juan,"5400, San Juan, Argentina",4.2,29,https://www.google.com/maps/search/?api=1&query=Gruas%20Polito&query_place_id=ChIJN1ho8VNBgZYRHDnjLiDuQIw
